1:06:00:01:00,10,0
1:06:00:01:00,10,21
1:06:00:13:00,0,21
1:06:00:17:00,10,0
1:06:00:47:00,21,6
1:06:04:51:00,6,21
1:06:04:56:00,6,0
1:06:05:07:00,6,21
1:06:05:12:00,6,0
1:06:05:13:00,0,21
1:06:05:17:00,21,0
1:06:05:28:00,0,21
1:06:05:32:00,21,0
1:06:05:43:00,0,21
1:06:05:47:00,21,0
1:06:05:56:00,6,21
1:06:05:58:00,0,21
1:06:06:02:00,21,0
1:06:06:03:00,6,0
1:06:06:12:00,6,21
1:06:06:13:00,0,21
1:06:06:13:00,6,0
1:06:06:17:00,21,0
1:06:06:21:00,0,21
1:06:06:27:00,21,0
1:06:06:27:00,6,21
1:06:06:28:00,0,21
1:06:06:28:00,6,0
1:06:06:34:00,0,21
1:06:06:35:00,21,0
1:06:06:40:00,0,21
1:06:06:42:00,21,0
1:06:06:42:00,6,0
1:06:06:46:00,0,21
1:06:06:48:00,21,0
1:06:06:49:00,6,0
1:06:06:51:00,0,21
1:06:06:54:00,21,0
1:06:06:56:00,0,21
1:06:06:59:00,21,0
1:06:07:00:00,6,0
1:06:07:01:00,0,21
1:06:07:05:00,21,0
1:06:07:06:00,0,21
1:06:07:06:00,6,0
1:06:07:10:00,0,21
1:06:07:11:00,21,0
1:06:07:14:00,0,21
1:06:07:16:00,21,0
1:06:07:18:00,0,21
1:06:07:21:00,21,0
1:06:07:22:00,0,21
1:06:07:26:00,0,21
1:06:07:26:00,21,0
1:06:07:30:00,0,21
1:06:07:31:00,21,0
1:06:07:36:00,0,21
1:06:07:36:00,21,0
1:06:07:41:00,21,0
1:06:07:42:00,0,21
1:06:07:45:00,21,0
1:06:07:48:00,0,21
1:06:07:49:00,21,0
1:06:07:54:00,0,21
1:06:07:54:00,21,0
1:06:07:57:00,21,0
1:06:08:00:00,0,21
1:06:08:01:00,21,0
1:06:08:05:00,21,0
1:06:08:06:00,0,21
1:06:08:11:00,21,0
1:06:08:12:00,0,21
1:06:08:17:00,21,0
1:06:08:18:00,0,21
1:06:08:23:00,21,0
1:06:08:24:00,0,21
1:06:08:29:00,21,0
1:06:08:30:00,0,21
1:06:08:35:00,21,0
1:06:08:36:00,0,21
1:06:08:41:00,21,0
1:06:08:42:00,0,21
1:06:08:47:00,21,0
1:06:08:48:00,0,21
1:06:08:53:00,21,0
1:06:08:54:00,0,21
1:06:08:59:00,21,0
1:06:09:00:00,0,21
1:06:09:05:00,21,0
1:06:09:06:00,0,21
1:06:09:11:00,21,0
1:06:09:12:00,0,21
1:06:09:17:00,21,0
1:06:09:18:00,0,21
1:06:09:23:00,21,0
1:06:09:24:00,0,21
1:06:09:29:00,21,0
1:06:09:30:00,0,21
1:06:09:35:00,21,0
1:06:09:36:00,0,21
1:06:09:41:00,21,0
1:06:09:42:00,0,21
1:06:09:47:00,21,0
1:06:09:48:00,0,21
1:06:09:53:00,21,0
1:06:09:54:00,0,21
1:06:09:59:00,21,0
1:06:17:00:00,0,21
1:06:17:05:00,21,0
1:06:17:06:00,0,21
1:06:17:11:00,21,0
1:06:17:12:00,0,21
1:06:17:17:00,21,0
1:06:17:18:00,0,21
1:06:17:23:00,21,0
1:06:17:24:00,0,21
1:06:17:29:00,21,0
1:06:17:30:00,0,21
1:06:17:35:00,21,0
1:06:17:36:00,0,21
1:06:17:41:00,21,0
1:06:17:42:00,0,21
1:06:17:47:00,21,0
1:06:17:48:00,0,21
1:06:17:53:00,21,0
1:06:17:54:00,0,21
1:06:17:59:00,21,0
1:06:18:00:00,0,21
1:06:18:05:00,21,0
1:06:18:06:00,0,21
1:06:18:11:00,21,0
1:06:18:12:00,0,21
1:06:18:17:00,21,0
1:06:18:18:00,0,21
1:06:18:23:00,21,0
1:06:18:24:00,0,21
1:06:18:29:00,21,0
1:06:18:30:00,0,21
1:06:18:35:00,21,0
1:06:18:36:00,0,21
1:06:18:41:00,21,0
1:06:18:42:00,0,21
1:06:18:47:00,21,0
1:06:18:49:00,0,21
1:06:18:54:00,21,0
1:06:18:56:00,0,21
1:06:19:02:00,21,0
1:06:19:03:00,0,21
1:06:19:09:00,21,0
1:06:19:10:00,0,21
1:06:19:12:00,21,6
1:06:19:17:00,0,21
1:06:19:17:00,21,0
1:06:19:24:00,0,21
1:06:19:24:00,21,0
1:06:19:30:00,21,0
1:06:19:32:00,0,21
1:06:19:36:00,21,0
1:06:19:40:00,0,21
1:06:19:42:00,21,0
1:06:19:48:00,0,21
1:06:19:48:00,21,0
1:06:19:54:00,21,0
1:06:19:56:00,0,21
1:06:20:01:00,21,0
1:06:20:04:00,0,21
1:06:20:09:00,21,0
1:06:20:13:00,0,21
1:06:20:17:00,21,0
1:06:20:26:00,21,6
1:06:20:28:00,0,21
1:06:20:35:00,21,0
1:06:20:43:00,0,21
1:06:20:47:00,21,0
1:06:20:52:00,21,6
1:06:20:58:00,0,21
1:06:21:02:00,21,0
1:06:21:13:00,0,21
1:06:21:17:00,21,0
1:06:21:28:00,0,21
1:06:21:32:00,21,0
1:06:21:43:00,0,21
1:06:21:47:00,21,0
1:06:21:58:00,0,21
1:06:22:02:00,21,0
1:06:22:13:00,0,21
1:06:22:17:00,21,0
1:06:22:32:00,21,6
1:06:22:43:00,0,21
1:06:22:47:00,21,0
1:06:23:13:00,0,21
1:06:23:17:00,21,0
1:06:23:43:00,0,21
1:06:23:47:00,21,12
